"country","year","status","life_expectancy","adult_mortality","alcohol","percentage_expenditure","bmi","total_expenditure","gdp","population","income_composition_of_resources","schooling","code","meningitis","alzheimer_s_disease_and_other_dementias","parkinson_s_disease","nutritional_deficiencies","malaria","drowning","interpersonal_violence","maternal_disorders","hiv_aids","drug_use_disorders","tuberculosis","cardiovascular_diseases","lower_respiratory_infections","neonatal_disorders","alcohol_use_disorders","self_harm","exposure_to_forces_of_nature","diarrheal_diseases","environmental_heat_and_cold_exposure","neoplasms","conflict_and_terrorism","diabetes_mellitus","chronic_kidney_disease","poisonings","protein_energy_malnutrition","road_injuries","chronic_respiratory_diseases","cirrhosis_and_other_chronic_liver_diseases","digestive_diseases","fire_heat_and_hot_substances","acute_hepatitis","measles_abs","infant_deaths_abs","under_five_deaths_abs","hepatitis_b_abs","polio_abs","diphtheria_abs","thinness_1_19_abs","thinness_5_9_abs"
"equatorial guinea",2001,"Developing",53.1,334,5.07,197.7839552,18.7,1.78,2283.87939,639762,0.527,8,"GNQ",98,27,7,102,1136,29,27,81,675,1,384,640,540,690,4,41,0,546,3,273,0,97,65,12,99,214,130,90,176,15,7,856641.318,1919.286,2559.048,517826.313484277,275097.66,223916.7,10236.192,8956.668
"equatorial guinea",2002,"Developing",53.5,334,6.01,234.7874207,19.1,2.5,2711.17114,66647,0.542,8.2,"GNQ",91,29,7,88,1128,26,27,74,797,1,336,620,495,676,4,39,0,452,3,276,0,98,66,11,85,202,124,87,169,13,6,1599.528,199.941,266.588,53944.3891865828,29324.68,23992.92,933.058,866.411
"equatorial guinea",2003,"Developing",53.8,334,7.13,309.7834587,19.5,2.23,3577.176197,694611,0.554,8.4,"GNQ",90,30,7,77,1166,24,27,75,928,1,311,623,467,671,4,40,0,379,3,288,1,104,69,11,75,202,123,87,169,13,6,12502.998,2083.833,2778.444,562221.347056604,319521.06,257006.07,8335.332,7640.721
"equatorial guinea",2004,"Developing",54.1,336,6.28,44.54768305,19.8,2.4,685.34897,724817,0.553,8.5,"GNQ",87,32,8,71,1098,24,29,76,1050,1,290,628,455,665,4,41,0,332,3,305,12,111,72,10,69,203,123,88,170,13,5,27543.046,2174.451,2899.268,586670.222771488,347912.16,275430.46,7248.17,7248.17
"equatorial guinea",2005,"Developing",54.4,337,7.19,12.0661671,2.2,1.63,185.63334,757317,0.563,8.7,"GNQ",88,34,8,68,1039,24,30,76,1154,1,269,632,449,672,4,42,0,326,3,321,0,117,76,11,66,209,123,89,172,13,5,0,2271.951,3029.268,612975.872666667,37865.85,295353.63,74217.066,74217.066
"equatorial guinea",2006,"Developing",54.8,337,7.28,827.5979335,2.5,2.13,12732.2759,792217,0.569,9,"GNQ",87,36,9,63,988,23,31,75,1245,2,256,645,438,658,4,43,0,270,3,340,0,124,80,11,61,215,124,91,175,13,5,0,2376.651,3168.868,641224.093631027,411952.84,31688.68,76845.049,76052.832
"equatorial guinea",2007,"Developing",55,339,6.86,1024.519543,2.9,2.25,15761.83913,829327,0.587,9,"GNQ",83,38,9,57,987,22,32,73,1324,2,243,652,421,651,4,44,0,241,3,354,0,129,83,10,55,215,124,92,175,13,4,4146.635,2487.981,3317.308,671261.09878826,447836.58,340024.07,78786.065,78786.065
"equatorial guinea",2008,"Developing",55.4,338,8.34,1705.678619,21.3,2.31,22742.38159,868418,0.592,9.1,"GNQ",78,40,10,50,995,20,32,72,1360,2,232,663,399,635,5,45,0,213,3,369,0,136,87,10,48,213,125,92,174,13,4,378630.248,2605.254,3473.672,702901.53448218,477629.9,364735.56,80762.874,80762.874
"equatorial guinea",2009,"Developing",55.7,34,7.97,115.0692415,21.7,5.32,1653.2937,99111,0.59,9.1,"GNQ",76,42,10,46,898,19,35,72,1415,2,225,680,388,603,5,48,0,200,3,389,3,143,92,10,44,219,127,94,178,13,4,7730.658,297.333,396.444,80220.9005157233,56493.27,42617.73,9118.212,9118.212
"equatorial guinea",2010,"Developing",56.1,339,9.93,1192.696619,22.1,3.84,17136.44568,95114,0.589,9.2,"GNQ",74,44,11,44,916,19,36,72,1580,2,216,699,380,585,5,51,0,183,2,407,0,150,97,10,42,222,128,96,181,13,4,0,285.342,380.456,76985.7102809224,56117.26,41850.16,8560.26,8560.26
"equatorial guinea",2011,"Developing",56.2,344,10.99,1493.051277,22.6,3.29,21451.88617,99429,0.58,9.2,"GNQ",75,47,11,43,919,18,38,74,1840,2,212,730,388,600,5,55,0,171,3,435,0,161,103,10,41,234,133,100,188,13,4,0,298.287,397.716,80478.2911823899,38777.31,40765.89,8849.181,8749.752
"equatorial guinea",2012,"Developing",56.7,337,11.89,1500.412635,23,4,21557.6528,138593,0.583,9.2,"GNQ",72,49,12,40,939,17,39,71,1924,3,203,747,381,606,5,57,0,155,2,453,1,168,107,10,38,235,135,102,191,13,4,164925.67,415.779,554.372,112177.813412998,4157.79,33262.32,12057.591,12057.591
"equatorial guinea",2013,"Developing",57.4,327,10.72,156.3907685,23.5,3.73,2246.9938,183746,0.586,9.2,"GNQ",67,51,13,37,917,16,40,64,1783,3,194,756,370,573,6,58,0,143,2,465,0,172,109,9,35,232,136,103,193,12,3,58982.466,551.238,734.984,148724.859865828,5512.38,5512.38,15802.156,15802.156
"equatorial guinea",2014,"Developing",57.9,32,0.01,13.40477417,24,3.8,192.59733,1129424,0.582,9.2,"GNQ",60,53,13,34,889,15,43,61,1791,3,195,774,358,554,6,60,0,135,2,482,0,178,113,9,33,235,137,105,196,12,3,14682.512,3388.272,4517.696,22588.48,271061.76,22588.48,96001.04,94871.616
"equatorial guinea",2015,"Developing",58.2,32,4.60286078717201,0,24.5,5.9381895280236,1347.31257,1175389,0.582,9.2,"GNQ",64,56,14,34,862,15,45,61,2007,3,198,812,363,538,6,64,0,127,3,504,0,186,119,9,32,242,140,107,200,13,3,1469236.25,3526.167,4701.556,188062.24,199816.13,188062.24,98732.676,97557.287
"eritrea",2000,"Developing",45.3,593,0.83,0.735940361,12.6,4.43,28.1969487,339281,0,3.9,"ERI",841,90,30,2043,462,154,375,794,3741,6,4613,3686,4644,3342,34,341,0,5090,48,1986,1779,553,371,112,1975,760,790,926,1448,124,103,267692.709,2374.967,3392.81,274615.606218029,278210.42,274817.61,4071.372,3732.091
"eritrea",2001,"Developing",58.1,345,0.61,5.593619538,12.8,3.95,215.139213,3497124,0,4.3,"ERI",872,95,32,1948,1056,156,386,782,3838,7,4616,3776,4673,3438,35,346,0,5105,48,2054,1,575,382,115,1885,769,796,954,1494,127,102,713413.296,24479.868,34971.24,2830588.29489308,3112440.36,3007526.64,34971.24,34971.24
"eritrea",2002,"Developing",58.5,343,0.83,0.703132179,13.1,4.2,21.7687981,3614639,0,4.4,"ERI",943,102,34,1959,235,167,438,865,3838,7,4850,4017,4834,3550,38,379,0,5266,52,2217,0,620,413,123,1898,842,837,1028,1616,137,104,1662733.94,25302.473,36146.39,3108589.54,3325467.88,325317.51,357849.261,357849.261
"eritrea",2003,"Developing",58.8,343,0.56,6.913998013,13.3,3.5,232.7945459,3738265,0,4.7,"ERI",973,109,36,1889,293,170,457,885,3836,8,4866,4169,4857,3615,39,394,0,5219,53,2312,78,650,431,127,1829,871,857,1071,1684,140,102,1405587.64,26167.855,37382.65,3401821.15,3551351.75,3476586.45,362611.705,362611.705
"eritrea",2004,"Developing",59.1,342,0.64,10.26097341,13.6,3.14,287.4222243,3858623,0,5,"ERI",1035,115,38,1954,92,181,483,912,3792,8,4920,4321,5026,3650,41,411,0,5370,55,2412,56,678,449,133,1896,905,885,1114,1757,148,103,92606.952,27010.361,38586.23,3241243.32,3781450.54,3781450.54,370427.808,370427.808
"eritrea",2005,"Developing",59.4,34,1.07,5.064688968,13.9,2.97,276.75896,39697,0,5.4,"ERI",1055,121,39,1881,151,184,498,918,3640,9,4913,4450,5031,3670,42,421,0,5346,56,2480,161,698,460,136,1824,923,900,1146,1808,151,104,754.243,277.879,357.273,38109.12,38109.12,38109.12,3731.518,3771.215
"eritrea",2006,"Developing",59.7,336,0.97,10.60269773,14.3,3.3,297.828588,466648,0.405,5.3,"ERI",1063,128,41,1818,99,182,513,926,3383,9,4946,4588,5004,3680,43,431,0,5320,56,2546,2,718,471,137,1764,939,916,1179,1854,152,106,59730.944,3266.536,4199.832,438649.12,438649.12,438649.12,43398.264,43398.264
"eritrea",2007,"Developing",62,329,1.23,11.42385961,14.7,3.29,317.3294336,4153332,0.405,5.3,"ERI",1076,134,43,1739,137,182,532,928,3074,10,4974,4729,4995,3685,44,441,0,5326,57,2612,1,737,481,138,1686,954,933,1209,1900,153,107,228433.26,24919.992,37379.988,3779532.12,3779532.12,3779532.12,382106.544,382106.544
"eritrea",2008,"Developing",67,322,0.49,11.76572311,15.1,3.69,326.825642,4232636,0.406,5.2,"ERI",947,141,45,1693,88,181,556,941,2797,10,5047,4890,4964,3697,45,454,0,5338,58,2684,245,758,494,140,1640,976,953,1247,1956,154,111,0,25395.816,38093.724,3978677.84,3978677.84,3978677.84,385169.876,385169.876
"eritrea",2009,"Developing",61.4,311,0.63,1.575160196,15.5,3.3,43.7544499,431334,0.402,5.2,"ERI",923,148,47,1582,105,174,575,940,2586,10,5061,5024,4828,3681,46,464,0,5205,58,2737,9,776,504,138,1530,981,964,1277,1996,151,112,35369.388,2588.004,3882.006,396827.28,396827.28,396827.28,38820.06,38388.726
"eritrea",2010,"Developing",62.1,298,0.61,17.35739784,16,3.24,482.14994,43984,0.404,5.1,"ERI",922,155,48,1495,332,174,587,926,2414,11,5061,5153,4810,3669,48,470,0,5224,58,2792,1,792,513,139,1445,989,978,1304,2034,152,114,2243.184,263.904,395.856,3958.56,3958.56,3958.56,3914.576,3870.592
"eritrea",2011,"Developing",62.9,286,0.62,20.97991915,16.5,3.6,582.775532,447469,0.405,5,"ERI",908,162,50,1451,462,169,593,911,2234,11,5052,5275,4735,3634,49,476,0,5130,58,2854,17,814,525,138,1401,992,990,1319,2066,151,115,21478.512,2684.814,3579.752,429570.24,429570.24,429570.24,39377.272,38929.803
"eritrea",2012,"Developing",63.6,274,0.01,0,17,2.98,7483.15846913847,12753375.1200525,0.41,5,"ERI",899,171,53,1378,274,166,612,907,2050,12,5048,5431,4670,3586,50,488,0,5002,58,2938,0,840,541,139,1329,1007,1005,1340,2109,151,116,2474154.77329019,76520.2507203153,102027.00096042,11988172.6128494,11988172.6128494,11988172.6128494,1109543.63544457,1096790.26032452
"eritrea",2013,"Developing",64,266,0.01,0,17.5,3.1,7483.15846913847,12753375.1200525,0.414,5,"ERI",903,180,55,1305,201,167,629,902,1890,12,5005,5578,4659,3526,51,498,0,4994,58,3025,0,865,556,140,1258,1024,1020,1365,2158,153,117,573901.880402364,76520.2507203153,102027.00096042,11988172.6128494,11988172.6128494,11988172.6128494,1096790.26032452,1071283.51008441
"eritrea",2014,"Developing",64.4,261,0.01,0,18,3.34,7483.15846913847,12753375.1200525,0.416,5,"ERI",896,190,57,1259,283,165,637,887,1760,13,4920,5705,4615,3465,53,506,0,4771,58,3105,10,889,569,141,1212,1031,1032,1383,2193,154,117,1619678.64024667,63766.8756002627,102027.00096042,11988172.6128494,11988172.6128494,11988172.6128494,1084036.88520447,1058530.13496436
"eritrea",2015,"Developing",64.7,255,4.60286078717201,0,18.6,5.9381895280236,7483.15846913847,12753375.1200525,0.418,5,"ERI",702,201,60,1224,224,165,660,883,1655,13,4867,5892,4503,3412,54,520,0,4710,58,3208,2,919,586,143,1177,1048,1048,1414,2249,156,118,2525168.2737704,63766.8756002627,89273.6258403678,12115706.3640499,12115706.3640499,12115706.3640499,1071283.51008441,1045776.75984431
"estonia",2000,"Developing",78,218,0.01,5.34809451,54,5.28,47.32827,1396985,0.764,14.4,"EST",17,394,88,5,0,115,221,4,5,46,106,9971,317,48,329,453,1,2,187,3439,0,139,124,23,3,258,283,291,627,174,1,12572.865,0,0,1130726.1021174,1299196.05,1299196.05,34924.625,34924.625
"estonia",2001,"Developing",78,225,0.01,88.62945822,54.3,4.85,4498.95727,1388115,0.781,15,"EST",17,401,92,5,0,122,227,1,5,55,107,10153,327,44,352,463,0,2,212,3576,1,158,132,22,3,256,292,327,674,183,1,0,0,0,1123546.68320755,1304828.1,1304828.1,33314.76,34702.875
"estonia",2002,"Developing",71.2,211,11.48,7.806042825,54.6,4.84,538.347781,137935,0.791,15.4,"EST",16,408,92,4,0,110,188,1,4,65,98,9826,309,38,339,434,1,2,201,3549,0,162,130,18,3,241,291,332,674,172,1,0,0,0,111645.225178197,129658.9,129658.9,3172.505,3310.44
"estonia",2003,"Developing",71.9,199,11.64,132.7233922,54.9,4.92,7174.237415,13772,0.798,15.6,"EST",15,415,94,4,0,100,172,3,8,65,88,9615,283,38,345,397,0,2,180,3545,0,176,131,16,2,214,295,333,672,161,1,0,0,0,11147.1203186583,13083.4,12945.68,302.984,316.756
"estonia",2004,"Developing",72.3,195,15.07,101.1201161,55.2,5.13,885.465115,136255,0.805,15.7,"EST",14,425,95,4,0,93,141,3,20,77,82,9350,264,36,347,378,0,2,165,3589,0,194,134,15,2,203,297,341,680,152,1,0,0,0,12262.95,129442.25,128079.7,2997.61,3133.865
"estonia",2005,"Developing",72.8,189,15.52,153.5045263,55.5,5.2,1338.31322,1354775,0.812,15.9,"EST",13,436,97,3,0,84,150,2,32,78,71,9133,240,34,343,351,0,2,147,3622,0,197,145,13,2,191,293,347,685,141,0,2709.55,0,0,1287036.25,1300584,1300584,28450.275,29805.05
"estonia",2006,"Developing",73,188,16.58,244.3510801,55.9,5.1,12595.4165,134681,0.822,16.1,"EST",12,445,100,4,0,82,135,1,46,86,69,8969,229,32,332,341,1,2,134,3711,0,198,154,12,2,189,299,357,691,134,0,3636.387,0,0,127946.95,127946.95,127946.95,2828.301,2962.982
"estonia",2007,"Developing",73,189,17.87,1904.12469,56.3,5.16,16586.452,13468,0.829,16.1,"EST",12,459,104,4,0,84,128,0,37,100,66,8947,226,32,326,341,0,2,124,3870,2,200,171,10,2,181,306,373,713,126,0,13.468,0,0,12794.6,12794.6,12794.6,269.36,282.828
"estonia",2008,"Developing",74.2,167,16.99,225.0723618,56.7,6.6,1894.5485,13379,0.835,16.1,"EST",11,474,104,3,0,74,109,0,41,101,55,8464,207,29,296,300,0,2,99,3795,1,182,180,8,2,151,294,345,668,104,0,0,0,0,12576.26,12710.05,12710.05,267.58,280.959
"estonia",2009,"Developing",74.9,156,15.04,1717.088711,57.1,6.93,14726.31828,1334515,0.836,16.1,"EST",9,492,105,3,0,66,96,0,48,108,48,8195,200,25,274,278,1,2,86,3832,4,165,199,7,1,133,289,320,635,89,0,0,0,0,1267789.25,1267789.25,1267789.25,26690.3,26690.3
"estonia",2010,"Developing",75.6,137,14.97,1802.017593,57.6,6.25,14638.6482,1331475,0.833,16.2,"EST",8,510,103,2,0,60,77,1,43,106,41,7720,188,22,254,249,0,2,75,3695,1,142,217,7,1,113,277,291,585,77,0,0,0,0,1251586.5,1251586.5,1251586.5,25298.025,26629.5
"estonia",2011,"Developing",76.1,138,0.01,2146.945741,58,5.83,17454.84342,1327439,0.838,16.4,"EST",8,533,108,3,0,58,79,1,55,115,39,7795,197,18,250,249,0,2,73,3809,2,141,250,7,1,112,284,297,593,75,0,9292.073,0,0,1247792.66,1234518.27,1234518.27,25221.341,26548.78
"estonia",2012,"Developing",76.3,135,0.01,2263.103797,58.5,6.36,17421.8922,1322696,0.85,16.5,"EST",6,562,111,2,0,54,73,1,48,125,36,7757,206,17,242,250,1,2,86,3806,0,137,280,7,1,105,289,296,590,67,0,5290.784,0,0,1243334.24,1243334.24,1243334.24,25131.224,25131.224
"estonia",2013,"Developing",76.9,127,0.01,261.2914808,59,6.48,1929.7746,1317997,0.856,16.5,"EST",6,593,113,2,0,48,67,1,51,113,31,7602,208,14,221,226,0,3,61,3740,0,135,305,6,1,94,286,284,573,59,0,2635.994,0,0,1225737.21,1238917.18,1238917.18,25041.943,25041.943
"estonia",2014,"Developing",77.3,122,0.01,2700.07305,59.4,6.38,19941.45532,1314545,0.86,16.5,"EST",6,624,116,2,0,49,57,0,46,112,29,7673,223,14,219,228,0,3,58,3838,0,135,339,6,1,92,298,296,592,58,0,0,0,0,1222526.85,1222526.85,1222526.85,24976.355,24976.355
"estonia",2015,"Developing",77.6,119,4.60286078717201,0,59.9,5.9381895280236,1774.9291,131547,0.863,16.5,"EST",6,649,117,2,0,44,54,0,43,109,26,7510,221,14,208,213,0,3,53,3774,0,134,356,6,1,85,295,290,581,55,0,526.188,0,0,119707.77,122338.71,122338.71,2499.393,2499.393
"ethiopia",2000,"Developing",51.2,391,0.88,11.59481766,12.3,4.36,123.876257,66537331,0,3.9,"ETH",23939,2424,697,37532,15375,3070,6794,15373,101561,129,72603,63390,92341,100054,570,5900,73,102300,777,29461,48344,10535,8192,3597,36045,10809,13645,18005,28709,2329,2192,110451969.46,16833944.743,26881081.724,53855622.5921719,36595532.05,1996119.93,7917942.389,7851405.058
"ethiopia",2001,"Developing",52.5,372,0.85,1.186227577,12.6,4.26,12.1789279,68492257,0.283,4.3,"ETH",23382,2540,706,35271,24688,2995,6658,14683,102293,126,70304,62314,88541,99726,556,5766,5,97308,777,29217,105,10330,8103,3496,33963,10532,13453,17831,28388,2299,2167,162052680.062,16849095.222,26848964.744,55437948.7130021,37670741.35,21917522.24,8082086.326,8013594.069
"ethiopia",2002,"Developing",53.2,369,0.8,10.82452594,12.9,4.73,111.3634356,7497192,0.298,4.9,"ETH",22696,2691,723,32731,25740,2881,7005,14281,101366,125,66960,61726,85427,100006,550,5693,22,91998,782,29323,624,10229,8082,3423,31575,10368,13379,17793,28255,2294,2206,24980643.744,1776834.504,2826441.384,6068261.78304403,4123455.6,2624017.2,877171.464,869674.272
"ethiopia",2003,"Developing",54,363,0.79,10.97201912,13.2,4.64,118.8734466,72545144,0.306,5.2,"ETH",22240,2837,740,29739,31961,2841,6750,14002,99077,125,64149,61522,81537,100289,548,5645,119,85874,782,29345,699,10172,8061,3343,28712,10189,13324,17807,28157,2259,2277,16540292.832,16540292.832,26116251.84,58718374.1433627,39899829.2,26841703.28,8415236.704,8342691.56
"ethiopia",2004,"Developing",55,354,0.86,1.506962482,13.5,4.23,135.7623858,7462445,0.31,5.4,"ETH",21491,2996,757,26694,39036,2768,6368,13752,95326,127,60864,61553,77284,100060,548,5609,0,79435,778,29408,625,10148,8056,3258,25772,10050,13248,17854,28099,2215,2334,544758.485,1619350.565,2552156.19,6040137.40098532,4029720.3,298497.8,858181.175,843256.285
"ethiopia",2005,"Developing",56,343,0.99,18.03753133,13.8,4.2,161.6266248,7672783,0.325,5.8,"ETH",21431,3163,774,25899,29768,2852,6410,13474,87408,131,57716,61546,75804,101002,547,5578,211,75835,790,29742,244,10104,8080,3268,25058,10047,13175,17898,28138,2278,2351,2739183.531,1580593.298,2478308.909,6210385.94829769,4296758.48,3376024.52,882370.045,859351.696
"ethiopia",2006,"Developing",57.2,328,1.22,22.18952246,14.2,4.47,193.794956,7885689,0.346,6.6,"ETH",20737,3326,789,23711,26576,2742,6601,12842,77675,133,54621,61483,72510,100718,544,5534,951,72648,793,29733,228,10072,8078,3200,22955,9866,13030,17822,27995,2262,2282,11442134.739,1545595.044,2397249.456,6382713.04665409,4652556.51,3627416.94,898968.546,875311.479
"ethiopia",2007,"Developing",58.5,39,1.06,30.46451811,14.5,4.69,243.326822,8149,0.362,7.1,"ETH",19557,3499,803,21946,22459,2697,6418,12064,68887,139,51420,61367,70412,100281,542,5468,22,70063,800,29862,721,10016,8060,3172,21269,9750,12838,17750,27936,2281,2176,11783.454,1515.714,2330.614,3830.03,4970.89,407.45,920.837,896.39
"ethiopia",2008,"Developing",59.8,289,1.13,38.55783268,14.9,4.28,325.3825543,83184892,0.378,7.6,"ETH",18901,3690,820,19886,17410,2582,6611,11364,60273,146,48039,61416,67720,99633,544,5419,45,67239,799,30071,52,10024,8058,3107,19282,9588,12639,17758,27950,2271,2066,292062155.812,14723725.884,22459920.84,43256143.84,52406481.96,44919841.68,9316707.904,1580512.948
"ethiopia",2009,"Developing",68,274,1.17,53.77354001,15.3,4.41,379.7566385,85416253,0.393,8.1,"ETH",17879,3896,843,17795,21828,2449,6456,10692,53142,163,44485,61526,64073,98217,553,5408,0,64467,792,30352,1287,10115,8157,3011,17252,9408,12481,17856,28087,2244,1949,100449513.528,14435346.757,21866560.768,47833101.68,55520564.45,49541426.74,9481204.083,1537492.554
"ethiopia",2010,"Developing",61.8,261,1.34,67.73374413,15.6,6.86,341.39992,877267,0.401,8.1,"ETH",16869,4120,873,16028,22337,2273,6359,9972,47038,150,41580,61463,60266,96549,539,5361,19,61050,780,30588,573,10163,8191,2904,15529,9192,12419,18059,28241,2193,1863,3715225.745,142117.254,213175.881,543905.54,605314.23,535132.87,96499.37,14913.539
"ethiopia",2011,"Developing",62.6,249,1.32,67.77565369,16,6.55,354.8463544,946756,0.411,8.2,"ETH",14680,4357,907,15234,17487,2207,6398,9404,42083,156,39596,62813,57911,95297,542,5313,0,60392,771,31227,203,10372,8295,2844,14757,9082,12479,18391,28738,2190,1818,3081690.78,147693.936,218700.636,615391.4,66272.92,615391.4,17988.364,15148.096
"ethiopia",2012,"Developing",63.3,241,1.84,86.82551124,16.4,5.77,468.567249,92444183,0.422,8.4,"ETH",13826,4577,940,13852,17971,2083,6628,8660,39202,152,37631,64155,54943,93248,537,5184,0,58455,751,31634,391,10570,8359,2797,13400,8871,12510,18668,29073,2147,1760,401854863.501,13866627.45,20430164.443,63786486.27,6471092.81,63786486.27,1571551.111,1386662.745
"ethiopia",2013,"Developing",63.7,237,1.86,8.313282039,16.8,5.19,52.1535887,94887724,0.427,8.4,"ETH",13071,4808,976,12612,18211,1963,6390,8136,37873,158,35673,65156,52351,91171,540,5045,0,56649,728,32442,411,10795,8495,2712,12179,8591,12547,19272,29875,2091,1715,498445214.172,13758719.98,20021309.764,68319161.28,6642140.68,68319161.28,1518203.584,1328428.136
"ethiopia",2014,"Developing",64.2,234,0.01,89.95805845,17.2,4.88,571.1622759,97366774,0.435,8.4,"ETH",13023,5031,1006,12352,10220,1996,6516,7858,35993,166,34686,66729,52336,89648,555,5050,0,57555,726,33588,130,11009,8671,2739,11932,8708,12725,19831,30816,2131,1721,1240355333.986,13631348.36,19668088.348,74972415.98,73025080.5,74972415.98,1460501.61,1265768.062
"ethiopia",2015,"Developing",64.8,225,4.60286078717201,0,17.6,5.9381895280236,645.4637627,9987333,0.441,8.4,"ETH",12464,5259,1035,11335,10213,1877,6616,7747,33726,170,33648,68412,50198,87177,567,5088,0,56335,712,34455,368,11201,8790,2672,10931,8664,12817,20276,31495,2086,1712,177225224.085,1358277.288,1937542.602,7690246.41,7490499.75,7690246.41,139822.662,119847.996
"fiji",2000,"Developing",67.7,221,2.05,31.25834616,5.2,3.87,276.1338,811223,0.681,13.1,"FJI",25,40,28,23,0,66,39,21,11,3,48,2020,230,203,2,85,4,103,1,470,7,1064,211,3,23,103,443,70,137,25,3,0,0,0,794998.54,738212.93,73010.07,34882.589,32448.92
"fiji",2001,"Developing",67.8,221,1.93,20.7119129,51.2,3.28,238.891729,814218,0.683,13.2,"FJI",25,40,28,22,0,65,40,20,13,3,45,1980,224,206,2,83,2,100,1,467,0,1058,211,3,22,100,433,69,136,25,3,13841.706,0,0,797933.64,749080.56,740938.38,35011.374,32568.72
"fiji",2002,"Developing",67.9,22,1.85,206.071686,52.2,3.48,2259.55796,815691,0.687,13.3,"FJI",23,41,28,21,0,63,41,20,13,3,44,1958,217,206,1,81,7,99,1,473,0,1074,214,3,21,95,426,69,134,24,3,247970.064,0,0,807534.09,766749.54,758592.63,34259.022,31811.949
"fiji",2003,"Developing",68,22,1.76,253.8196705,53.2,3.35,2835.973972,816628,0.689,13.3,"FJI",22,42,28,21,0,62,39,21,14,3,45,1991,216,207,2,83,17,98,1,497,0,1166,213,3,21,97,423,70,136,24,3,249071.54,0,0,808461.72,775796.6,767630.32,34298.376,31848.492
"fiji",2004,"Developing",68.1,218,1.63,43.99452464,54.2,3.61,3332.918533,818354,0.691,13.4,"FJI",22,43,27,21,0,64,37,20,14,3,44,1926,211,207,1,79,16,99,1,503,0,1180,209,3,20,95,395,68,135,24,3,30279.098,0,0,810170.46,785619.84,777436.3,34370.868,31915.806
"fiji",2005,"Developing",68.3,214,2.02,64.39203443,55.1,3.61,3658.63832,821817,0.699,13.9,"FJI",21,44,28,20,0,65,38,21,14,3,44,1982,213,198,2,81,0,102,1,528,0,1249,218,3,20,97,387,70,140,25,3,0,0,0,813598.83,797162.49,788944.32,33694.497,31229.046
"fiji",2006,"Developing",68.5,211,2.06,52.1241634,55.9,3.84,3749.939813,827411,0.695,14,"FJI",21,46,29,19,0,65,38,20,13,2,44,2063,216,195,2,80,5,106,1,559,0,1280,229,2,19,97,383,73,147,26,3,112527.896,0,0,819136.89,810862.78,810862.78,33923.851,31441.618
